GEOID,max_intensity,population,Total_Num_Building,risk_level,BHI_factor_low,shelter_seeking_low
06077005004,0.01,5959,2041.0,low,0.0,0.0007
06077005003,0.01,6555,2701.0,low,0.0,0.0013
06077005001,0.01,5781,2085.0,low,0.0,0.0001
06077004800,0.01,5509,3647.0,low,0.0,0.0021
06077004704,0.01,5013,3957.0,low,0.0,0.0023
06077004703,0.01,3744,3019.0,low,0.0,0.002
06077004701,0.01,2815,1147.0,low,0.0,0.0018
06077004502,0.01,4160,895.0,low,0.0,0.0002
06077004501,0.01,2422,702.0,low,0.0,0.0032
06077004404,0.01,3869,841.0,low,0.0,0.0009
06077004403,0.01,4108,840.0,low,0.0,0.0003
06085501102,0.01,4437,1525.0,low,0.0,0.0001
06085501200,0.01,4129,1191.0,low,0.0,0.0001
06085501300,0.01,3786,955.0,low,0.0,0.0001
06085503323,0.01,4712,1189.0,low,0.0,0.0001
06085503332,0.01,5435,1566.0,low,0.0,0.0001
06085503331,0.01,3273,789.0,low,0.0,0.0001
06085503330,0.01,7319,1588.0,low,0.0,0.0001
06085503329,0.01,3953,794.0,low,0.0,0.0
06085503327,0.01,4856,1049.0,low,0.0,0.0001
06085503326,0.01,6625,1462.0,low,0.0,0.0001
06085503325,0.01,4449,991.0,low,0.0,0.0001
06085503324,0.01,3577,786.0,low,0.0,0.0
06085503322,0.01,4310,1070.0,low,0.0,0.0001
06085501401,0.01,3496,535.0,low,0.0,0.0002
06085503321,0.01,4571,1072.0,low,0.0,0.0001
06085503315,0.01,7722,1398.0,low,0.0,0.0049
06085503313,0.01,4600,1245.0,low,0.0,0.0001
06085503312,0.01,3562,1182.0,low,0.0,0.0001
06085503123,0.01,3889,464.0,low,0.0,0.0062
06085503122,0.01,4108,909.0,low,0.0,0.0063
06085503121,0.01,4767,985.0,low,0.0,0.0032
06085503118,0.01,5223,490.0,low,0.0,0.0001
06085503333,0.01,4714,1084.0,low,0.0,0.0001
06085503336,0.01,3370,595.0,low,0.0,0.0
06085503401,0.01,4910,949.0,low,0.0,0.0001
06085503713,0.01,3014,262.0,low,0.0,0.0001
06085503712,0.01,4217,356.0,low,0.0,0.0001
06085503711,0.01,4632,830.0,low,0.0,0.0012
06085503710,0.01,3836,559.0,low,0.0,0.0001
06085503709,0.01,6878,687.0,low,0.0,0.0002
06085503708,0.01,2686,644.0,low,0.0,0.0
06085503707,0.01,5406,854.0,low,0.0,0.0001
06085503703,0.01,3927,633.0,low,0.0,0.0001
06085503602,0.01,4735,1007.0,low,0.0,0.0019
06085503601,0.01,2993,782.0,low,0.0,0.0001
06085503511,0.01,3622,845.0,low,0.0,0.0
06085503510,0.01,5901,1082.0,low,0.0,0.0003
06085503509,0.01,3897,934.0,low,0.0,0.0001
06085503508,0.01,6172,1231.0,low,0.0,0.0008
06085503507,0.01,2224,373.0,low,0.0,0.0
06085503506,0.01,6180,1041.0,low,0.0,0.0007
06085503504,0.01,5888,1208.0,low,0.0,0.0001
06085503117,0.01,2911,450.0,low,0.0,0.0009
06085503116,0.01,5785,830.0,low,0.0,0.0132
06085502603,0.01,2655,1107.0,low,0.0,0.0
06085502500,0.01,6540,2809.0,low,0.0,0.0001
06085502400,0.01,7235,3025.0,low,0.0,0.0001
06085502302,0.01,2995,766.0,low,0.0,0.0001
06085502301,0.01,3338,1336.0,low,0.0,0.0002
06085502202,0.01,3018,857.0,low,0.0,0.0001
06085502101,0.01,5101,1689.0,low,0.0,0.0023
06085502002,0.01,5166,1141.0,low,0.0,0.0001
06085502001,0.01,5010,1655.0,low,0.0,0.0002
06085501800,0.01,4852,1786.0,low,0.0,0.0001
06085501700,0.01,5155,890.0,low,0.0,0.0001
06085501502,0.01,4734,946.0,low,0.0,0.0016
06085501501,0.01,4392,773.0,low,0.0,0.0043
06085501402,0.01,2962,700.0,low,0.0,0.0009
06085502601,0.01,2831,1089.0,low,0.0,0.0001
06085502604,0.01,4494,662.0,low,0.0,0.0037
06085503113,0.01,4604,931.0,low,0.0,0.0004
06085502701,0.01,5048,1275.0,low,0.0,0.0001
06085503112,0.01,4379,773.0,low,0.0,0.0006
06085503110,0.01,4407,496.0,low,0.0,0.0046
06085503105,0.01,2417,441.0,low,0.0,0.0001
06085503003,0.01,5218,1231.0,low,0.0,0.0001
06085503002,0.01,3611,863.0,low,0.0,0.0001
06085503001,0.01,4430,1344.0,low,0.0,0.0001
06085502910,0.01,3908,508.0,low,0.0,0.0003
06085502909,0.01,5324,756.0,low,0.0,0.0004
06085502908,0.01,6951,1304.0,low,0.0,0.0003
06085502907,0.01,3857,808.0,low,0.0,0.0004
06085502906,0.01,4848,749.0,low,0.0,0.0001
06085502903,0.01,5333,1403.0,low,0.0,0.0002
06085502902,0.01,7864,1625.0,low,0.0,0.0001
06085502901,0.01,6250,1545.0,low,0.0,0.0001
06085502800,0.01,4422,1333.0,low,0.0,0.0001
06077003307,0.01,5262,1130.0,low,0.0,0.0001
06077003305,0.01,4275,1359.0,low,0.0,0.0001
06061021038,0.01,7627,2369.0,low,0.0,0.0001
06067007905,0.01,4484,1521.0,low,0.0,0.0002
06067008113,0.01,3852,1103.0,low,0.0,0.0001
06067008111,0.01,6467,2359.0,low,0.0,0.002
06067008010,0.01,5032,1965.0,low,0.0,0.0003
06067008009,0.01,4692,1721.0,low,0.0,0.0002
06067008008,0.01,4939,1800.0,low,0.0,0.0002
06067008007,0.01,3290,955.0,low,0.0,0.0001
06067008006,0.01,5869,2258.0,low,0.0,0.0001
06067008005,0.01,4647,1844.0,low,0.0,0.0002
06067007904,0.01,5212,1888.0,low,0.0,0.0001
06061023400,0.01,5721,1692.0,low,0.0,0.0001
06063000300,0.01,4897,3495.0,low,0.0,0.0063
06063000202,0.01,1248,879.0,low,0.0,0.0004
06063000201,0.01,1830,2263.0,low,0.0,0.0006
06061023900,0.01,3129,1008.0,low,0.0,0.0
06061023800,0.01,3211,1965.0,low,0.0,0.0002
06061023700,0.01,3301,2140.0,low,0.0,0.0
06061023600,0.01,4361,2704.0,low,0.0,0.0003
06067008119,0.01,5857,1845.0,low,0.0,0.0001
06067008120,0.01,4839,1238.0,low,0.0,0.0004
06067008122,0.01,3890,1199.0,low,0.0,0.0001
06067008124,0.01,4692,1734.0,low,0.0,0.0002
06067008145,0.01,7520,2789.0,low,0.0,0.0001
06067008144,0.01,3018,1088.0,low,0.0,0.0
06067008143,0.01,4379,1412.0,low,0.0,0.0004
06067008142,0.01,3724,953.0,low,0.0,0.0001
06067008141,0.01,7300,1532.0,low,0.0,0.0011
06067008140,0.01,3095,1047.0,low,0.0,0.0001
06067008139,0.01,3818,601.0,low,0.0,0.0001
06067008138,0.01,3724,1101.0,low,0.0,0.0002
06067008137,0.01,2430,671.0,low,0.0,0.0001
06067008136,0.01,2848,580.0,low,0.0,0.0003
06067008135,0.01,4283,856.0,low,0.0,0.0001
06067008134,0.01,5086,1310.0,low,0.0,0.0001
06067008132,0.01,3758,1599.0,low,0.0,0.0051
06067008129,0.01,3519,1155.0,low,0.0,0.0031
06067008128,0.01,2392,965.0,low,0.0,0.0032
06067008127,0.01,4925,1673.0,low,0.0,0.0001
06067008125,0.01,5405,1935.0,low,0.0,0.002
06061023300,0.01,6333,1739.0,low,0.0,0.0001
06077003217,0.01,3399,646.0,low,0.0,0.0001
06061021109,0.01,5594,1847.0,low,0.0,0.0001
06061021204,0.01,2748,1805.0,low,0.0,0.0001
06061021203,0.01,7431,3227.0,low,0.0,0.0008
06061021131,0.01,5722,1377.0,low,0.0,0.0001
06061021130,0.01,2272,397.0,low,0.0,0.0001
06061021129,0.01,3453,866.0,low,0.0,0.0001
06061021128,0.01,3244,938.0,low,0.0,0.0001
06061021123,0.01,7558,2983.0,low,0.0,0.0001
06061021122,0.01,3455,1374.0,low,0.0,0.0
06061021108,0.01,3410,1073.0,low,0.0,0.0056
06061023200,0.01,6078,1771.0,low,0.0,0.0001
06061021106,0.01,2401,850.0,low,0.0,0.0
06061021103,0.01,4904,1679.0,low,0.0,0.0011
06061021046,0.01,5056,1374.0,low,0.0,0.0039
06061021045,0.01,3533,1260.0,low,0.0,0.0003
06061021044,0.01,5765,1601.0,low,0.0,0.0001
06061021043,0.01,3760,1126.0,low,0.0,0.0001
06061021040,0.01,3123,1551.0,low,0.0,0.0
06061021039,0.01,1703,913.0,low,0.0,0.0
06061021304,0.01,6258,4563.0,low,0.0,0.003
06061021401,0.01,3056,1264.0,low,0.0,0.0001
06061021403,0.01,7164,1911.0,low,0.0,0.0003
06061023100,0.01,8697,2381.0,low,0.0,0.0001
06061023000,0.01,3914,1058.0,low,0.0,0.0001
06061022900,0.01,5765,1342.0,low,0.0,0.0001
06061022800,0.01,4986,1355.0,low,0.0,0.0001
06061022600,0.01,4982,1028.0,low,0.0,0.0001
06061022400,0.01,4893,1356.0,low,0.0,0.0001
06061022014,0.01,1529,1974.0,low,0.0,0.0
06061022013,0.01,2833,1823.0,low,0.0,0.0005
06061022002,0.01,6569,3090.0,low,0.0,0.002
06061021902,0.01,4462,1482.0,low,0.0,0.0005
06061021901,0.01,3315,1131.0,low,0.0,0.0011
06061021802,0.01,6052,2683.0,low,0.0,0.0039
06061021801,0.01,4663,2182.0,low,0.0,0.0001
06061021604,0.01,3421,2317.0,low,0.0,0.0008
06061021603,0.01,4927,1293.0,low,0.0,0.0035
06061021502,0.01,3806,1638.0,low,0.0,0.0003
06061021501,0.01,5911,2961.0,low,0.0,0.0023
06067008203,0.01,4923,2208.0,low,0.0,0.0015
06067008204,0.01,4702,1725.0,low,0.0,0.0001
06067008206,0.01,5930,2058.0,low,0.0,0.0013
06077001101,0.01,5400,1898.0,low,0.0,0.0001
06077001800,0.01,4036,1412.0,low,0.0,0.0007
06077001700,0.01,4026,1363.0,low,0.0,0.0012
06077001600,0.01,2522,864.0,low,0.0,0.0001
06077001400,0.01,5015,1586.0,low,0.0,0.0001
06077001300,0.01,5350,2066.0,low,0.0,0.0001
06077001200,0.01,5750,1948.0,low,0.0,0.0001
06077001102,0.01,5343,1866.0,low,0.0,0.0001
06077000900,0.01,6351,2117.0,low,0.0,0.0007
06067008207,0.01,4529,1596.0,low,0.0,0.0001
06077000700,0.01,5939,1416.0,low,0.0,0.0004
06077000600,0.01,2305,522.0,low,0.0,0.0001
06077000500,0.01,3071,851.0,low,0.0,0.0001
06077000402,0.01,4640,841.0,low,0.0,0.0002
06077000401,0.01,3351,1335.0,low,0.0,0.0001
06077000300,0.01,2938,558.0,low,0.0,0.0001
06077001900,0.01,5782,1738.0,low,0.0,0.0001
06077002000,0.01,4068,1284.0,low,0.0,0.0008
06077002100,0.01,5996,1466.0,low,0.0,0.0001
06077002201,0.01,3169,880.0,low,0.0,0.0
06077003203,0.01,3882,1371.0,low,0.0,0.0001
06077003112,0.01,3183,1067.0,low,0.0,0.0001
06077003111,0.01,4253,1010.0,low,0.0,0.0005
06077003110,0.01,4175,986.0,low,0.0,0.0001
06077003109,0.01,5961,1854.0,low,0.0,0.0001
06077003108,0.01,4653,1279.0,low,0.0,0.0001
06077003106,0.01,3862,1195.0,low,0.0,0.0001
06077002800,0.01,6992,2050.0,low,0.0,0.0007
06077002702,0.01,4237,1348.0,low,0.0,0.0003
06077002701,0.01,7161,2303.0,low,0.0,0.0019
06077002504,0.01,4156,1084.0,low,0.0,0.0
06077002503,0.01,2440,610.0,low,0.0,0.0003
06077002402,0.01,2284,758.0,low,0.0,0.0014
06077002401,0.01,5226,1551.0,low,0.0,0.0002
06077002300,0.01,5285,1458.0,low,0.0,0.0002
06077002202,0.01,5693,1415.0,low,0.0,0.0009
06075980401,0.01,0,0.0,low,,
06069000802,0.01,3561,2787.0,low,0.0,0.0018
06069000801,0.01,3295,1184.0,low,0.0,0.0001
06067008702,0.01,2867,1316.0,low,0.0,0.0
06067008513,0.01,3962,1031.0,low,0.0,0.0
06067008512,0.01,5453,1422.0,low,0.0,0.0001
06067008510,0.01,5292,1681.0,low,0.0,0.0004
06067008509,0.01,4748,1360.0,low,0.0,0.0001
06067008508,0.01,8897,2091.0,low,0.0,0.0001
06067008507,0.01,4109,1199.0,low,0.0,0.0001
06067008506,0.01,2827,331.0,low,0.0,0.0002
06067008505,0.01,2200,727.0,low,0.0,0.0
06067008504,0.01,5367,1555.0,low,0.0,0.0001
06067008501,0.01,7064,2058.0,low,0.0,0.0001
06067008404,0.01,3329,1332.0,low,0.0,0.0002
06067008403,0.01,6060,1516.0,low,0.0,0.0008
06067008402,0.01,5447,1926.0,low,0.0,0.0001
06067008211,0.01,2959,1658.0,low,0.0,0.0009
06067008210,0.01,5660,2414.0,low,0.0,0.0081
06067008209,0.01,4372,1438.0,low,0.0,0.0001
06067008208,0.01,4715,1717.0,low,0.0,0.0037
06067008703,0.01,5786,2054.0,low,0.0,0.0012
06069000702,0.01,6423,1519.0,low,0.0,0.0006
06067008704,0.01,3605,963.0,low,0.0,0.0
06069000701,0.01,4742,768.0,low,0.0,0.0068
06069000502,0.01,6952,1370.0,low,0.0,0.0008
06069000501,0.01,5834,1555.0,low,0.0,0.0001
06069000400,0.01,6748,1686.0,low,0.0,0.0002
06069000300,0.01,5553,945.0,low,0.0,0.0001
06069000100,0.01,5421,3672.0,low,0.0,0.0027
06067988300,0.01,5667,220.0,low,0.0,0.0002
06067009504,0.01,2713,721.0,low,0.0,0.0001
06067009503,0.01,3326,1032.0,low,0.0,0.0039
06067009502,0.01,7414,2653.0,low,0.0,0.0011
06067009406,0.01,2443,1989.0,low,0.0,0.0018
06067008912,0.01,3130,1043.0,low,0.0,0.0
06067008908,0.01,5204,1551.0,low,0.0,0.006
06067008907,0.01,5277,1121.0,low,0.0,0.0001
